Precinct,Address,City,Zip,County,geometry,lon,lat
PREC 2150 � BRIGHTON COMMUNITY CENTER,3810 7TH AVENUE,BESSEMER,35020,Jefferson,POINT (-86.95107754999998 33.44129999999998),-86.95107754999998,33.44129999999998
PREC 1365 � DOLOMITE W FIELD CITY COMMUNITY CTR,1069 TIN MILL RD,DOLOMITE,35061,Jefferson,POINT (-86.95289999999996 33.46989999999998),-86.95289999999996,33.46989999999998
PREC 3150 � UNION HILL BAPTIST CHURCH,7049 TAYLORS FERRY RD,BESSEMER,35023,Jefferson,POINT (-87.07909797000002 33.48251691000003),-87.07909797000002,33.48251691000003
PREC 3035 � BETHEL BAPTIST CHURCH PLEASANT GROVE,635 9TH WAY,PLEASANT GROVE,35127,Jefferson,POINT (-86.97449999999996 33.4866),-86.97449999999996,33.4866
PREC 3050 � PLEASANT RIDGE BAPTIST CHURCH,635 9TH WAY,PLEASANT GROVE,35127,Jefferson,POINT (-86.97449999999996 33.4866),-86.97449999999996,33.4866
PREC 3030 � PLEASANT GROVE FIRST BAPTIST CHURCH,724 4TH ST,PLEASANT GROVE,35127,Jefferson,POINT (-86.97444694 33.50020000000004),-86.97444694,33.50020000000004
PREC 3240 � SYLVAN SPRINGS FIRST UNITED Methodist Church,5524 BIRMINGPORT RD,MULGA,35118,Jefferson,POINT (-87.02496827000004 33.51057723999997),-87.02496827000004,33.51057723999997
PREC 3320 � MAYTOWN BAPTIST CHURCH,4679 BIRMINGPORT RD,MULGA,35118,Jefferson,POINT (-86.9988024 33.53138191999997),-86.9988024,33.53138191999997
PREC 1285 � MINOR FIRE STATION,1135 BROAD ST,BIRMINGHAM,35224,Jefferson,POINT (-86.93846666999998 33.54325555999999),-86.93846666999998,33.54325555999999
PREC 3330 � FIRST BAPT CHURCH BOOKER HEIGHTS,5017 OAK STREET,MULGA,35118,Jefferson,POINT (-87.00480000000002 33.544199999999975),-87.00480000000002,33.544199999999975
PREC 3170 � ALLIANCE COMMUNITY CENTER,1220 ALLIANCE RD,BESSEMER,35023,Jefferson,POINT (-87.12671289000001 33.54683553999999),-87.12671289000001,33.54683553999999
PREC 3290 � MULGA TOWN HALL,505 MULGA LOOP RD,MULGA,35118,Jefferson,POINT (-86.97899999999997 33.54850000000004),-86.97899999999997,33.54850000000004
Westwood Baptist Church,1155 Alabaster Blvd,Alabaster,35007,Shelby,POINT (-86.79278341000001 33.24074439000004),-86.79278341000001,33.24074439000004
Helena Community Center,110 Sports Complex Dr,Helena,35080,Shelby,POINT (-86.84724425999995 33.30201720999996),-86.84724425999995,33.30201720999996
Pelham Civic Complex,500 Amphitheater Rd,Pelham,35124,Shelby,POINT (-86.79210000000005 33.32780000000001),-86.79210000000005,33.32780000000001
Riverchase Church of Christ,1868 Montgomery Hwy,Birmingham,35244,Shelby,POINT (-86.79520000000004 33.34936531999998),-86.79520000000004,33.34936531999998
PREC 3015 � HOOVER MET SPORTS COMPLEX,5508 STADIUM TRACE PKWY,HOOVER,35244,Jefferson,POINT (-86.84590000000001 33.35000000000001),-86.84590000000001,33.35000000000001
PREC 3010 � HOOVER MET BASEBALL STADIUM BANQUET ROOM,5508 STADIUM TRACE PKWY,HOOVER,35244,Jefferson,POINT (-86.84590000000001 33.35000000000001),-86.84590000000001,33.35000000000001
Riverchase Baptist Church,2020 Crossvine Rd,Birmingham,35244,Shelby,POINT (-86.80229999999996 33.35684172999997),-86.80229999999996,33.35684172999997
PREC 3040 � PRINCE OF PEACE CATHOLIC CHURCH,4600 PRESERVE PKWY,BIRMINGHAM,35226,Jefferson,POINT (-86.8483 33.36220000000002),-86.8483,33.36220000000002
Valleydale Baptist Church,2324 Valleydale Rd,Birmingham,35244,Shelby,POINT (-86.76301969000001 33.36579746999996),-86.76301969000001,33.36579746999996
PREC 3310 � PARKWOOD CHURCH OF GOD,1975 HWY 150,BESSEMER,35022,Jefferson,POINT (-86.91336057999997 33.37306898999996),-86.91336057999997,33.37306898999996
Faith Presbyterian Church,4601 Valleydale Rd,Birmingham,35242,Shelby,POINT (-86.73443288000003 33.38400272000001),-86.73443288000003,33.38400272000001
PREC 5010 � HOOVER PARK & RECREATION CENTER,600 MUNICIPAL DR,BIRMINGHAM,35226,Jefferson,POINT (-86.80555044999997 33.38772521999999),-86.80555044999997,33.38772521999999
PREC 5230 � HOOVER PUBLIC LIBRARY,200 MUNICIPAL DR,BIRMINGHAM,35216,Jefferson,POINT (-86.80638413000003 33.38795682999997),-86.80638413000003,33.38795682999997
PREC 3110 � OAKMONT CHAPEL PRESBYTERIAN CHURCH,1817 PATTON CHAPEL RD,BIRMINGHAM,35226,Jefferson,POINT (-86.81254500999997 33.38924281999997),-86.81254500999997,33.38924281999997
PREC 5060 � SAINT PETER THE APOSTLE CATHOLIC CHURCH,2061 PATTON CHAPEL RD,BIRMINGHAM,35216,Jefferson,POINT (-86.80027999999999 33.39429999999998),-86.80027999999999,33.39429999999998
Christ Church United Methodist,5091 Caldwell Mill Rd,Birmingham,35242,Shelby,POINT (-86.73641968000001 33.39449309999997),-86.73641968000001,33.39449309999997
PREC 2365/3160 � ROSS BRIDGE WELCOME CENTER,"2101 GRAND AVE, STE.",BIRMINGHAM,35226,Jefferson,POINT (-86.88280000000002 33.394700000000036),-86.88280000000002,33.394700000000036
First Christian Church,4954 Valleydale Rd,Birmingham,35242,Shelby,POINT (-86.71621703999999 33.400733950000046),-86.71621703999999,33.400733950000046
PREC 3130 � SHADES CREST BAPTIST CHURCH,452 PARK AVE,BIRMINGHAM,35226,Jefferson,POINT (-86.85616249999995 33.401491670000034),-86.85616249999995,33.401491670000034
PREC 5200 � MOUNTAINTOP COMMUNITY CHURCH ADDERHOLD STUDENT,225 CENTERVIEW DR,BIRMINGHAM,35216,Jefferson,POINT (-86.79745095000003 33.41462451999996),-86.79745095000003,33.41462451999996
PREC 5030 � SHADES MOUNTAIN COMMUNITY CHURCH,2325 TYLER RD,BIRMINGHAM,35226,Jefferson,POINT (-86.80760335000001 33.41610335000002),-86.80760335000001,33.41610335000002
PREC 5100 � BLUFF PARK UNITED METHODIST CHURCH,733 VALLEY ST,BIRMINGHAM,35226,Jefferson,POINT (-86.84884029000003 33.41742464000001),-86.84884029000003,33.41742464000001
PREC 2140 � NEW BEGINNING CHURCH OF THE LIVING GOD,5117 5TH ST N,BESSEMER,35020,Jefferson,POINT (-86.93280570000002 33.42596683999998),-86.93280570000002,33.42596683999998
PREC 5035 � FULLNESS CHRISTIAN FELLOWSHIP CHURCH,2575 COLUMBIANA RD,BIRMINGHAM,35216,Jefferson,POINT (-86.80950163999995 33.42681477999997),-86.80950163999995,33.42681477999997
PREC 5160 � SAINT THOMAS EPISCOPAL CHURCH,2870 ACTON RD,BIRMINGHAM,35243,Jefferson,POINT (-86.74026591000002 33.42990226999999),-86.74026591000002,33.42990226999999
PREC 5220 � VESTAVIA CITY HALL,1032 MONTGOMERY HW,BIRMINGHAM,35216,Jefferson,POINT (-86.78915417000002 33.43878874000003),-86.78915417000002,33.43878874000003
PREC 5120 � SHADES MOUNTAIN BAPTIST CHURCH,2017 COLUMBIANA RD,BIRMINGHAM,35216,Jefferson,POINT (-86.80840000000002 33.439560360000016),-86.80840000000002,33.439560360000016
PREC 2370 � NEW BETHEL BAPTIST CHURCH,5208 54TH ST SW,BIRMINGHAM,35221,Jefferson,POINT (-86.91200117000002 33.441300700000035),-86.91200117000002,33.441300700000035
PREC 5130 � MOUNTAIN BROOK COMMUNITY CHURCH,3001 HWY 280,BIRMINGHAM,35243,Jefferson,POINT (-86.73619999999995 33.445799999999984),-86.73619999999995,33.445799999999984
PREC 2410 � BRYANT CHAPEL AME CHURCH,3125 SPAULDING ST SW,BIRMINGHAM,35221,Jefferson,POINT (-86.89589999999998 33.446799109999965),-86.89589999999998,33.446799109999965
PREC 5020 � VESTAVIA HILLS UNITED METHODIST CHURCH,2061 KENTUCKY AVE,BIRMINGHAM,35216,Jefferson,POINT (-86.78838878000002 33.446999999999974),-86.78838878000002,33.446999999999974
PREC 2270 � MOUNT ZION MISSIONARY BAPTIST CHURCH,3428 MAPLE AVE SW,BIRMINGHAM,35221,Jefferson,POINT (-86.88904466999996 33.45432818000004),-86.88904466999996,33.45432818000004
PREC 2400 � WENONAH HIGH SCHOOL GYM,2916 WILSON RD SW,BIRMINGHAM,35221,Jefferson,POINT (-86.88378925999999 33.45441611000003),-86.88378925999999,33.45441611000003
PREC 2020 � HOMEWOOD SENIOR CENTER,816 OAK GROVE RD,BIRMINGHAM,35209,Jefferson,POINT (-86.82866998000002 33.45631344999999),-86.82866998000002,33.45631344999999
PREC 1050 � MIDFIELD COMMUNITY CENTER,416 WOODWARD RD,BIRMINGHAM,35228,Jefferson,POINT (-86.91606767999995 33.45824411000004),-86.91606767999995,33.45824411000004
PREC 1210 � GLEN OAKS ELEMENTARY SCHOOL,1301 HIGHLAND DR,FAIRFIELD,35064,Jefferson,POINT (-86.92814203999997 33.46041015000002),-86.92814203999997,33.46041015000002
PREC 5070 � CAHABA HEIGHTS BAPTIST CHURCH,3800 CROSSHAVEN DR,BIRMINGHAM,35243,Jefferson,POINT (-86.73128115000003 33.46250574000004),-86.73128115000003,33.46250574000004
PREC 2190 � WIGGINS LIBRARY & RECREATION CENTER,3301 JEFFERSON AVE S,BIRMINGHAM,35221,Jefferson,POINT (-86.88749999999997 33.464199999999984),-86.88749999999997,33.464199999999984
PREC 2330 � HENRY CRUMPTON RECREATION CENTER,346 GLORIA RD SW,BIRMINGHAM,35211,Jefferson,POINT (-86.86254000999996 33.46554001000001),-86.86254000999996,33.46554001000001
PREC 1240 � MT. PILGRIM BAPTIST CHURCH,6748 GRASSELLI RD,FAIRFIELD,35064,Jefferson,POINT (-86.9251411 33.470102729999965),-86.9251411,33.470102729999965
PREC 2095 � HOMEWOOD COMMUNITY CENTER,1632 OXMOOR RD,BIRMINGHAM,35209,Jefferson,POINT (-86.80087142999997 33.47489999999997),-86.80087142999997,33.47489999999997
PREC 5050 � HOMEWOOD PUBLIC LIBRARY,1721 OXMOOR RD,BIRMINGHAM,35209,Jefferson,POINT (-86.79518962999998 33.475431579999984),-86.79518962999998,33.475431579999984
PREC 5080 � BROOKWOOD BAPTIST CHURCH,3449 OVERTON RD,BIRMINGHAM,35223,Jefferson,POINT (-86.71818826000002 33.477317609999986),-86.71818826000002,33.477317609999986
PREC 1080 � MILES COLLEGE GYM,405 59TH STREET,FAIRFIELD,35064,Jefferson,POINT (-86.91351667 33.47949999999999),-86.91351667,33.47949999999999
PREC 2250 � MORE THAN CONQUERORS CHURCH BETHESDA FAMILY LIFE,1327 DENNISON AVE SW,BIRMINGHAM,35211,Jefferson,POINT (-86.84518733000003 33.480400000000024),-86.84518733000003,33.480400000000024
PREC 2280 � WEST END ACADEMY,1840 PEARSON AVE,BIRMINGHAM,35211,Jefferson,POINT (-86.8674 33.48378),-86.8674,33.48378
PREC 2050 � HARRISON PARK RECREATION CENTER,901 17TH ST SW,BIRMINGHAM,35211,Jefferson,POINT (-86.86065344000001 33.484154089999954),-86.86065344000001,33.484154089999954
PREC 2450 � AFTON LEE COMMUNITY CENTER,1828 25TH CT S,BIRMINGHAM,35209,Jefferson,POINT (-86.79029999999997 33.48620000000004),-86.79029999999997,33.48620000000004
PREC 5280 � BIRMINGHAM BOTANICAL GARDENS,2612 LANE PARK RD,BIRMINGHAM,35223,Jefferson,POINT (-86.77429999999995 33.48881053000003),-86.77429999999995,33.48881053000003
PREC 5260 � CANTERBURY UNITED METHODIST CHURCH,350 OVERBROOK RD,BIRMINGHAM,35213,Jefferson,POINT (-86.75480269000003 33.48905800999999),-86.75480269000003,33.48905800999999
PREC 5260 � CANTERBURY UNITED METHODIST CHURCH,350 OVERBROOK RD,BIRMINGHAM,35213,Jefferson,POINT (-86.75480269000003 33.48905800999999),-86.75480269000003,33.48905800999999
PREC 2380 � FIVE POINTS WEST PUBLIC LIBRARY,4812 AVENUE W,BIRMINGHAM,35208,Jefferson,POINT (-86.87260078999999 33.49290047000004),-86.87260078999999,33.49290047000004
PREC 2170 � HEMPHILL SCHOOL RECREATION BUILDING,714 12TH ST SW,BIRMINGHAM,35211,Jefferson,POINT (-86.85199558999997 33.493912750000035),-86.85199558999997,33.493912750000035
PREC 2420 � BELL PHYSICAL EDUCATION BUILDING,608 13TH ST S,BIRMINGHAM,35205,Jefferson,POINT (-86.80689999999998 33.497400000000006),-86.80689999999998,33.497400000000006
PREC 2080 � RAMSAY ALTERNATIVE HIGH SCHOOL,1800 13TH AVE S,BIRMINGHAM,35205,Jefferson,POINT (-86.79700000000003 33.49779999999997),-86.79700000000003,33.49779999999997
PREC 2100 � MEMORIAL RECREATION CENTER,524 6TH AVE S,BIRMINGHAM,35205,Jefferson,POINT (-86.81983042999995 33.49783864999997),-86.81983042999995,33.49783864999997
PREC 2430/2440 � SOUTHSIDE BRANCH PUBLIC LIBRARY,1814 11TH AVE S,BIRMINGHAM,35205,Jefferson,POINT (-86.79847877999998 33.49978382999998),-86.79847877999998,33.49978382999998
PREC 5180 � SAINT LUKE�S EPISCOPAL CHURCH,3736 MONTROSE RD,BIRMINGHAM,35213,Jefferson,POINT (-86.74657702999995 33.50070000000002),-86.74657702999995,33.50070000000002
PREC 5110 � MOUNTAIN BROOK CITY HALL,56 CHURCH ST,BIRMINGHAM,35213,Jefferson,POINT (-86.75559063000003 33.50221250000002),-86.75559063000003,33.50221250000002
PREC 2130 � MINOR ELEMENTARY SCHOOL,2425 AVENUE S,BIRMINGHAM,35218,Jefferson,POINT (-86.88299999999997 33.505042859999996),-86.88299999999997,33.505042859999996
PREC 5190 � CHEROKEE BEND ELEMENTARY SCHOOL,4400 FAIR OAKS DR,BIRMINGHAM,35213,Jefferson,POINT (-86.71802108999997 33.50939071000003),-86.71802108999997,33.50939071000003
PREC 2010 � LEGION FIELD LOBBY GATE #7,400 GRAYMONT AVE W,BIRMINGHAM,35204,Jefferson,POINT (-86.84549999999996 33.50939999999999),-86.84549999999996,33.50939999999999
PREC 2030 � HIGHLAND PARK GOLF COURSE,3300 HIGHLAND AVE S,BIRMINGHAM,35205,Jefferson,POINT (-86.77913316 33.51155063000004),-86.77913316,33.51155063000004
PREC 2300 � BUSH HILLS ACADEMY,901 16TH ST W,BIRMINGHAM,35208,Jefferson,POINT (-86.86380000000003 33.51290000000004),-86.86380000000003,33.51290000000004
PREC 2230 � AVONDALE ELEMENTARY SCHOOL,4000 8TH CT S,BIRMINGHAM,35222,Jefferson,POINT (-86.77280000000002 33.51650000000001),-86.77280000000002,33.51650000000001
PREC 4125 � HOPE COMMUNITY CHURCH OF BHAM,4445 MONTEVALLO RD,BIRMINGHAM,35213,Jefferson,POINT (-86.72930834999995 33.51758331000003),-86.72930834999995,33.51758331000003
PREC 2260 � WILKERSON MIDDLE SCHOOL,1116 11TH CT W,BIRMINGHAM,35204,Jefferson,POINT (-86.85629999999996 33.521000000000015),-86.85629999999996,33.521000000000015
PREC 2180 � AVONDALE PUBLIC LIBRARY,509 40TH ST S,BIRMINGHAM,35222,Jefferson,POINT (-86.77422592999996 33.521108769999955),-86.77422592999996,33.521108769999955
PREC 1070 � CRESTWAY BAPTIST CHURC,6400H CRESTWOOD BLVD,BIRMINGHAM,35212,Jefferson,POINT (-86.74810000000002 33.52860000000001),-86.74810000000002,33.52860000000001
PREC 1140 � THE GIRLS INC BUILDING,5130 8TH CT S,BIRMINGHAM,35212,Jefferson,POINT (-86.75312769 33.52920000000001),-86.75312769,33.52920000000001
PREC 1360 � NORTH AVONDALE PUBLIC LIBRARY,501 43RD ST N,BIRMINGHAM,35222,Jefferson,POINT (-86.77210000000001 33.5304),-86.77210000000001,33.5304
PREC 1200 � NORWOOD COMMUNITY CENTER,1330 28TH ST N,BIRMINGHAM,35234,Jefferson,POINT (-86.80444193999999 33.534038709999976),-86.80444193999999,33.534038709999976
PREC 2310 � MT. ZION COMMUNITY CHURCH,1600 19TH AVE N,BIRMINGHAM,35204,Jefferson,POINT (-86.82640000000005 33.53450000000004),-86.82640000000005,33.53450000000004
PREC 1280 � OLIVER ELEMENTARY SCHOOL,6871 6TH CT S,BIRMINGHAM,35212,Jefferson,POINT (-86.73320193999997 33.536340550000006),-86.73320193999997,33.536340550000006
PREC 1330 � MORTON SIMPSON COMMUNITY CENTER,4609 8TH CT N,BIRMINGHAM,35212,Jefferson,POINT (-86.76823418999997 33.53827241999998),-86.76823418999997,33.53827241999998
PREC 1320 � THE SANDUSKY-HUDSON COMMUNITY CTR,237 PRATT HIGHWAY,BIRMINGHAM,35214,Jefferson,POINT (-86.89568824999996 33.53931860000003),-86.89568824999996,33.53931860000003
PREC 1220 � WILLOW WOOD RECREATION CENTER,5312 GEORGIA RD N,BIRMINGHAM,35212,Jefferson,POINT (-86.75577647000004 33.54099999999997),-86.75577647000004,33.54099999999997
PREC 1100 � SOUTH HAMPTON ELEMENTARY SCHOOL,565 SHERIDAN RD,BIRMINGHAM,35214,Jefferson,POINT (-86.89223227000001 33.54340000000004),-86.89223227000001,33.54340000000004
PREC 1040 � BETHEL BAPTIST CHURCH,1708 SPENCER AVE,BIRMINGHAM,35214,Jefferson,POINT (-86.86771428999998 33.546899999999994),-86.86771428999998,33.546899999999994
PREC 1150 � ADAMSVILLE SENIOR CENTER,421 SPRING STREET,ADAMSVILLE,35005,Jefferson,POINT (-86.95818661000004 33.598462350000005),-86.95818661000004,33.598462350000005
PREC 3120 � ADAMSVILLE BAPTIST CHURCH,5101 ADAMS AVE,ADAMSVILLE,35005,Jefferson,POINT (-86.95799999999997 33.601000000000006),-86.95799999999997,33.601000000000006
PREC 3200 � MAURICE L. WEST COMMUNITY CENTER,171 2ND ST SW,GRAYSVILLE,35073,Jefferson,POINT (-86.97430000000003 33.62828384),-86.97430000000003,33.62828384
21 - TWILLEY TOWN CHURCH,7410 SHARON BLVD,QUINTON,35130,Walker,POINT (-87.08718046999998 33.661024410000024),-87.08718046999998,33.661024410000024
13 - DORA CIVIC CENTER,1445 SHARON BLVD,DORA,35062,Walker,POINT (-87.08027008000002 33.73872991999997),-87.08027008000002,33.73872991999997
37 - BEVILL STATE COMMUNITY COLLEGE,101 STATE ST,SUMITON,35148,Walker,POINT (-87.04949999999997 33.75050000000003),-87.04949999999997,33.75050000000003
PREC 3100 � BAGLEY JUNIOR HIGH SCHOOL,8581 TATE MILL RD,DORA,35062,Jefferson,POINT (-86.98944906999998 33.754497210000004),-86.98944906999998,33.754497210000004
38 - DILWORTH COMMUNITY BUILDING,2350 STELLA LOCKARD RD,CORDOVA,35550,Walker,POINT (-87.06869999999998 33.792599999999965),-87.06869999999998,33.792599999999965
42 - ARGO FIRE DEPARTMENT,6558 HWY 78,CORDOVA,35550,Walker,POINT (-87.11040834000002 33.79650278000003),-87.11040834000002,33.79650278000003
PREC 3180 � CORNER SCHOOL,10005 CORNER SCHOOL RD,WARRIOR,35180,Jefferson,POINT (-86.94178883999997 33.80226399000003),-86.94178883999997,33.80226399000003
16 - EMPIRE UNION BUILDING,7066 HILL RD,EMPIRE,35063,Walker,POINT (-87.00916 33.80972000000001),-87.00916,33.80972000000001
15 - SIPSEY COMMUNITY CENTER,3687 SIPSEY RD,SIPSEY,35584,Walker,POINT (-87.086 33.82490000000004),-87.086,33.82490000000004
PREC 1230 � NEW RISING STAR MISSIONARY BAPT CHURCH,7400 LONDON AVE,BIRMINGHAM,35206,Jefferson,POINT (-86.72210000000003 33.55309999999997),-86.72210000000003,33.55309999999997
PREC 1170 � HUDSON MIDDLE SCHOOL,3300 F.L. SHUTTLESWORTH DR,BIRMINGHAM,35207,Jefferson,POINT (-86.8045 33.555500000000045),-86.8045,33.555500000000045
PREC 1290 � NORTH BIRMINGHAM RECREATION CENTER,3501 28TH ST N,BIRMINGHAM,35207,Jefferson,POINT (-86.81709999999998 33.557400000000044),-86.81709999999998,33.557400000000044
PREC 1270 � HOOPER CITY RECREATION CENTER,3901 4TH ST W,BIRMINGHAM,35207,Jefferson,POINT (-86.84179999999998 33.558700000000044),-86.84179999999998,33.558700000000044
PREC 1180 � BARRETT ELEMENTARY SCHOOL,7601 DIVISION AVE,BIRMINGHAM,35206,Jefferson,POINT (-86.72890000000001 33.55939999999997),-86.72890000000001,33.55939999999997
PREC 1090 � FORESTDALE SQUARE,1242 FORESTDALE BLVD,BIRMINGHAM,35214,Jefferson,POINT (-86.89230517 33.56070690000001),-86.89230517,33.56070690000001
PREC 1190 � INGLENOOK ELEMENTARY SCHOOL,4120 INGLENOOK ST,BIRMINGHAM,35217,Jefferson,POINT (-86.77959582999999 33.56335625000001),-86.77959582999999,33.56335625000001
PREC 1120 � ROBINSON ELEMENTARY SCHOOL,8400 1ST AVE S,BIRMINGHAM,35206,Jefferson,POINT (-86.71919999999999 33.57159999999998),-86.71919999999999,33.57159999999998
PREC 4070 � TARRANT CITY HALL,1133 EAST LAKE BLVD,BIRMINGHAM,35217,Jefferson,POINT (-86.77199142999999 33.58294357000002),-86.77199142999999,33.58294357000002
PREC 1310 � BROWNSVILLE COMMUNITY CENTER,9225 AIRPORT ROAD,BIRMINGHAM,35217,Jefferson,POINT (-86.74043452000002 33.58950476000004),-86.74043452000002,33.58950476000004
PREC 4090 � FULTONDALE FIRST BAPTIST CHURCH,409 MAIN ST,FULTONDALE,35068,Jefferson,POINT (-86.80029999999995 33.60334081999998),-86.80029999999995,33.60334081999998
PREC 4010 � GARDENDALE CIVIC CENTER,857 MAIN ST,GARDENDALE,35071,Jefferson,POINT (-86.81145354999998 33.64627487),-86.81145354999998,33.64627487
PREC 3070 � MT. OLIVE COMMUNITY CENTER,2684 MOUNT OLIVE RD,MOUNT OLIVE,35117,Jefferson,POINT (-86.85554815000002 33.67061481000004),-86.85554815000002,33.67061481000004
PREC 3075 � FIRST BAPTIST CHURCH OF MT. OLIVE,3200 MOUNT OLIVE RD,MOUNT OLIVE,35117,Jefferson,POINT (-86.87239999999998 33.68250000000003),-86.87239999999998,33.68250000000003
PREC 4210 � MORRIS SENIOR CITIZENS BUILDING,601 MORRIS MAJESTIC RD,MORRIS,35116,Jefferson,POINT (-86.80768009999996 33.74790099000002),-86.80768009999996,33.74790099000002
PREC 4170 � KIMBERLY UNITED METHODIST CHURCH,9178 OLD HWY 31,KIMBERLY,35091,Jefferson,POINT (-86.81376984999996 33.77168995000003),-86.81376984999996,33.77168995000003
PREC 3285/4130 � WARRIOR STORM SHELTER,309 TRAFFORD RD,WARRIOR,35180,Jefferson,POINT (-86.79983329999997 33.82559873000003),-86.79983329999997,33.82559873000003
MT.HIGH FIRE HALL,"1777 SKYLINE DR,",WARRIOR,35180,Blount,POINT (-86.87035732 33.85749495),-86.87035732,33.85749495
Webster/Wayside Community Center,12049 Hwy 107,Winfield,35594,Fayette,POINT (-87.89060000000002 33.87003209000003),-87.89060000000002,33.87003209000003
Browns/Whites Chapel Voting Center,5121 Co Rd 24,Winfield,35594,Fayette,POINT (-87.73319999999997 33.87810000000002),-87.73319999999997,33.87810000000002
Russell/Bobo Community Center,71 Co Rd 147,Winfield,35594,Fayette,POINT (-87.82419858999995 33.879195779999996),-87.82419858999995,33.879195779999996
Glen Allen Town Hall,Birch st,Glen Allen,35559,Fayette,POINT (-87.73449999999997 33.90990000000002),-87.73449999999997,33.90990000000002
25 - ELDRIDGE CITY HALL,208 SMOTHERS AVE,ELDRIDGE,35554,Walker,POINT (-87.62020118999999 33.924000000000035),-87.62020118999999,33.924000000000035
GUIN  (CITY HALL),7500 U S HWY 43,GUIN,35563,Marion,POINT (-87.91509999999998 33.967200000000034),-87.91509999999998,33.967200000000034
BRILLIANT  ( COMMUNITY CENTER),"210 CARLEE ST,",BRILLIANT,35548,Marion,POINT (-87.75764846000001 34.024958080000026),-87.75764846000001,34.024958080000026
CLARK (BLDG OFF 129 PINEY GROVE COMM CENTER),"185 E PINEY GROVE RD,",BRILLIANT,35548,Marion,POINT (-87.74320635000002 34.08390635),-87.74320635000002,34.08390635
Neighborhood Facility,1205 10th Ave,Haleyville,35565,Winston,POINT (-87.62279999999998 34.223),-87.62279999999998,34.223
Haleyville Senior Center,2175 13th Ave,Haleyville,35565,Winston,POINT (-87.61829999999998 34.22960000000003),-87.61829999999998,34.22960000000003
REED (SHILOH COMMUNITY CENTER),3515 STATE HWY 187,HAMILTON,35570,Marion,POINT (-87.93820000000002 34.24639999999998),-87.93820000000002,34.24639999999998
BEAR CREEK (COMMUNITY CENTER),260 HIGH AVE,BEAR CREEK,35543,Marion,POINT (-87.70380000000003 34.27489999999997),-87.70380000000003,34.27489999999997
HACKLEBURG (CITY HALL),125 RAY RD,HACKLEBURG,35564,Marion,POINT (-87.82314361999997 34.28124362000002),-87.82314361999997,34.28124362000002
LITTLEVILLE CITY HALL,1810 GEORGE WALLACE HWY,RUSSELLVILLE,35654,Colbert,POINT (-87.67302264 34.596543400000016),-87.67302264,34.596543400000016
SRYGLEY CHURCH OF CHRIST,1005 SRYGLEY CHURCH RD,TUCUMBIA,35674,Colbert,POINT (-87.9311 34.596700000000006),-87.9311,34.596700000000006
NEW BETHEL FIRE DEPARTMENT,190 NEW BETHEL RD,TUSCUMBIA,35674,Colbert,POINT (-87.79299184000001 34.64510000000002),-87.79299184000001,34.64510000000002
SPRING VALLEY CHURCH OF GOD,1990 SPRING VALLEY RD,TUSCUMBIA,35674,Colbert,POINT (-87.62760799999998 34.65670000000004),-87.62760799999998,34.65670000000004
COLBERT HEIGHTS BAPTIST CHURCH,6000 WOODMONT DRIVE,TUSCUMBIA,35674,Colbert,POINT (-87.69445858 34.66124142000002),-87.69445858,34.66124142000002
ALLSBORO CUMBERLAND PRESB. CHURCH,45 CUMBERLAND RD,CHEROKEE,35616,Colbert,POINT (-88.11134988 34.68434695999997),-88.11134988,34.68434695999997
COUNTY HIGHWAY DEPARTMENT,2750 HWY 20,TUSCUMBIA,35674,Colbert,POINT (-87.61614240999998 34.70030000000001),-87.61614240999998,34.70030000000001
PRIDE MISS. BAPTIST CHURCH,1335 OLD MEMPHIS PIKE,TUSCUMBIA,35674,Colbert,POINT (-87.82070000000003 34.71849999999998),-87.82070000000003,34.71849999999998
WESTSIDE BAPTIST CHURCH,411 W 11TH STREET,TUSCUMBIA,35674,Colbert,POINT (-87.70985555999995 34.72590000000004),-87.70985555999995,34.72590000000004
CAVE SPRINGS MISS. BAPTIST CHURCH,3217 E 6TH STREET,TUSCUMBIA,35674,Colbert,POINT (-87.68379999999999 34.730400000000046),-87.68379999999999,34.730400000000046
TUSCUMBIA MULTI PURPOSE,601 N COMMONS ST E,TUSCUMBIA,35674,Colbert,POINT (-87.69628469000003 34.737200000000016),-87.69628469000003,34.737200000000016
TREE HOUSE SCHOOL,207 CHICKAMAUGA STREET,SHEFFIELD,35660,Colbert,POINT (-87.71869999999998 34.743899999999975),-87.71869999999998,34.743899999999975
MUSCLE SHOALS CITY HALL,2010 E AVALON AVE,MUSCLE SHOALS,35661,Colbert,POINT (-87.64355231000002 34.74420000000002),-87.64355231000002,34.74420000000002
GRACE LIFE CHURCH,1915 E AVALON AVE,MUSCLE SHOALS,35661,Colbert,POINT (-87.64399537999999 34.744599999999984),-87.64399537999999,34.744599999999984
PLUMBERS & STEAMFITTERS UNION HALL,2807 E AVALON AVE,MUSCLE SHOALS,35661,Colbert,POINT (-87.63974724000003 34.744599999999984),-87.63974724000003,34.744599999999984
SHEFFIELD MICHAEL CENTER,1001 17TH STREET,SHEFFIELD,35660,Colbert,POINT (-87.69439999999996 34.75139999999996),-87.69439999999996,34.75139999999996
WOODWARD AVE BAPTIST CHURCH,801 WOODWARD AVE,MUSCLE SHOALS,35661,Colbert,POINT (-87.66760000000004 34.753700000000016),-87.66760000000004,34.753700000000016
